review_id,sentences_ids,sentences_texts,sentences_opinions,opinions_pos,sentences_texts_org,sentences_opinions_org
1443,2853,Se necesitaron 4 llamadas de soporte técnico de Toshiba y 4 técnicos diferentes para corregir el problema.,Soporte técnico de Toshiba negative,29-55,It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,Toshiba tech support negative <sep> techs negative
1271,2063,"El acceso a la web a través de la red 3G es muy lento, es muy frustrante y MUY DECEPCIONANTE.",Red 3G negative,34-40,"Web access through the 3G network is so slow, it's very frustrating and VERY DISAPPOINTING.",3G network negative <sep> Web access negative
2983,1552,Valió mucho el precio que pagué.,precio positive,15-21,Was very much worth the price i paid.,price positive
367,3043,Siempre uso un disco duro de respaldo para almacenar archivos importantes en todo momento.,disco duro neutral,15-25,I always use a backup hard disk to store important files at all times.,hard disk neutral
1752,1738,"Simplemente conecto esto a mi monitor de 22 ""y el veloz MacOSX funciona tan bien en este doble núcleo como lo hizo mi Dell con Windows 7 con un núcleo cuádruple.","Windows 7 positive <sep> doble núcleo neutral <sep> Monitor de 22 "" neutral",127-136 <sep> 89-101 <sep> 30-45,"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.","MacOSX positive <sep> Windows 7 positive <sep> dual-core neutral <sep> quad-core neutral <sep> 22"" Monitor neutral"
2175,2766,"Pensé que tenía una cámara porque ese era uno de mis requisitos, pero olvidé verificar las especificaciones de esta antes de comprarla.",cámara neutral <sep> especificaciones neutral,20-26 <sep> 91-107,"I did think it had a camera because that was one of my requirements, but forgot to check in the specifications on this one before I purchased.",camera neutral <sep> specifications neutral
2542,879,"y reemplazaron la increíble fuente de alimentación, pequeña y liviana, ergonómica, por una fuente de alimentación que pesaba más que la máquina en sí.",fuente de alimentación positive <sep> fuente de alimentación negative,28-50 <sep> 28-50,and they replaced the awesome ergonomic small lightweight power supply with a power supply that weighed more than the machine itself.,power supply positive <sep> power supply negative
2874,2728,software defectuoso.,software negative,0-8,defective software.,software negative
2717,2585,"Es MUY fácil de escribir y se siente muy bien, además de la característica adicional de que el teclado está iluminado.",teclado positive <sep> característica positive,95-102 <sep> 60-74,It is VERY easy to type on and feels great - besides the added feature that the keyboard is lighted.,keyboard positive <sep> feature positive <sep> type positive
2878,2424,"Es mucho más rápido que mi computadora de escritorio, que es un Core2 Quad que funciona a 2.83 GHz.",Core2 Quad neutral,64-74,It is much faster than my desktop which is a Core2 Quad running at 2.83 GHz.,Core2 Quad neutral
972,1418,"Toshiba es consciente del problema, pero a menos que se compre la garantía extendida, Toshiba no hará nada al respecto.",garantía extendida negative,66-84,  Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.,extended warrenty negative
892,124,No es ideal para niños debido a la temperatura.,temperatura negative,35-46,It is not ideal for children because of the temp.,temp negative
768,1732,Lo único que no me gusta de mi mac es que a veces hay programas que quiero poder ejecutar y no puedo.,programas negative,54-63,The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.,programs negative
2518,700,Los altavoces no suenan tan bien.,Altavoces negative,4-13,Speakers doesn't sound that great.,Speakers negative
1825,298,Conseguí mi MacBook Pro porque quería hacer todo lo que tenía que hacer sin preocuparme de que el sistema se apagara o se congelara durante unos minutos.,sistema neutral,98-105,I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,system neutral
125,2752,Estoy usando el altavoz externo; el sonido es bueno.,altavoz externo positive <sep> sonido positive,16-31 <sep> 36-42,I am using the external speaker- sound is good.,external speaker positive <sep> sound positive
2894,1600,"Además, uno de los usuarios mencionó que los bordes del macbook son afilados, si tiene dinero para gastar en una de las carcasas, no parece ser un problema.",bordes negative,45-51,"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",edges negative <sep> incase shells positive
1997,2121,También utilizan dos sistemas operativos totalmente diferentes.,sistemas operativos neutral,21-40,They also use two totally different operating systems.,operating systems neutral
2123,593,"Después de un par de años, la duración de mi batería comenzó a disminuir, pero fue reemplazada de forma gratuita debido al retiro del mercado de mi batería en particular por parte de toda la empresa.",batería negative,45-52,"After a couple of years, my battery life began to diminish but was replaced for free due to a company-wide recall of my particular battery.",battery negative
2842,552,"En general: deficiente, características: promedio, rendimiento: deficiente, duración de la batería: excelente, relación calidad-precio: deficiente",Características neutral <sep> Rendimiento negative <sep> Duración de la batería positive <sep> Precio negative,24-39 <sep> 51-62 <sep> 76-98 <sep> 128-134,"Overall : Poor, Features: Average, Performance: Poor, Battery Life: Excellent, Price-Value: Poor",Features neutral <sep> Performance negative <sep> Battery Life positive <sep> Price negative <sep> Value negative
101,2644,"Es mucho más fácil navegar por el sistema operativo, encontrar archivos, ¡y se ejecuta mucho más rápido!",sistema operativo positive <sep> navegar positive,34-51 <sep> 19-26,"It's so much easier to navigate through the operating system, to find files, and it runs a lot faster!",operating system positive <sep> runs positive <sep> navigate positive <sep> find files positive
1265,2901,"Lo he encontrado muy fácil de usar, muy informativo, alertas maravillosas y tutoriales que hacen que sea muy fácil para alguien como yo, que no es exactamente avanzado tecnológicamente, aprender a usar las diversas funciones y programas.",programas positive <sep> usar positive,227-236 <sep> 30-34,"I have found it very easy to use, very imformative, wonder alerts and tutorials making it very easy for someone like me who is not exactly technologically advanced to learn to use the various features and programs.",features positive <sep> programs positive <sep> use positive
166,1573,"Siempre es confiable, nunca tiene errores y responde bien.",responde positive,44-52,"It is always reliable, never bugged and responds well.",responds positive
708,532,Todo lo que diré ahora es que era más de dos mil menos caro y de mucha mejor calidad que mi pedazo de mierda Vaio.,calidad positive,77-84,All I will say now is that it was over two grand less expensive and so much better quality than my hunk of crap Vaio.,quality positive
364,541,La tienda honró su garantía e hizo el comentario de que ni siquiera recomiendan la marca HP debido a los problemas con sus garantías.,garantía positive,19-27,The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.,warrenty positive <sep> warrentys negative
1413,2532,El único inconveniente es que gran parte del software que tengo no funciona con Mac y iWork no vale el precio.,software negative <sep> precio negative,45-53 <sep> 103-109,The only downfall is a lot of the software I have won't work with Mac and iWork is not worth the price of it.,iWork negative <sep> software negative <sep> price negative
2928,905,Tuve que pagar $ 100 por un cargador universal para esta computadora portátil barata de $ 300.,cargador universal negative,28-46,I had to pay $100 for a universal charger for this cheap $300 laptop.,universal charger negative
401,2550,"El sistema operativo también es muy fácil de usar, incluso para aquellos que cambian de una PC, ¡con un poco de práctica puede aprovechar al máximo este sistema operativo!",SO positive <sep> SO positive,56-58 <sep> 56-58,"The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!",OS positive <sep> OS positive
